Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Retail Sales People,Product ID,Category,Sub-Category,Product Name,Returned,Sales,Quantity,Discount,Profit
3507,CA-2014-166863,2014-06-20,2014-06-24,Standard Class,SC-20020,Sam Craven,Consumer,United States,Plano,Texas,75023,Central,Kelly Williams,OFF-BI-10000756,Office Supplies,Binders,Storex DuraTech Recycled Plastic Frosted Binders,Not,3.39,4,0.8,-5.09
3508,CA-2014-166863,2014-06-20,2014-06-24,Standard Class,SC-20020,Sam Craven,Consumer,United States,Plano,Texas,75023,Central,Kelly Williams,FUR-BO-10001608,Furniture,Bookcases,"Hon Metal Bookcases, Black",Not,193.07,4,0.32,-19.87
3509,CA-2014-166863,2014-06-20,2014-06-24,Standard Class,SC-20020,Sam Craven,Consumer,United States,Plano,Texas,75023,Central,Kelly Williams,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,Not,15.55,3,0.2,5.44
3510,CA-2014-166863,2014-06-20,2014-06-24,Standard Class,SC-20020,Sam Craven,Consumer,United States,Plano,Texas,75023,Central,Kelly Williams,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",Not,11.65,2,0.2,4.08
3511,CA-2014-166863,2014-06-20,2014-06-24,Standard Class,SC-20020,Sam Craven,Consumer,United States,Plano,Texas,75023,Central,Kelly Williams,TEC-MA-10001972,Technology,Machines,Okidata C331dn Printer,Not,418.8,2,0.4,-97.72
3512,CA-2014-166863,2014-06-20,2014-06-24,Standard Class,SC-20020,Sam Craven,Consumer,United States,Plano,Texas,75023,Central,Kelly Williams,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,Not,509.49,7,0.2,-127.37
3513,CA-2017-140326,2017-04-09,2017-06-09,First Class,HW-14935,Helen Wasserman,Corporate,United States,Chicago,Illinois,60653,Central,Kelly Williams,FUR-BO-10000112,Furniture,Bookcases,"Bush Birmingham Collection Bookcase, Dark Cherry",Not,825.17,9,0.3,-117.88
3514,CA-2017-140326,2017-04-09,2017-06-09,First Class,HW-14935,Helen Wasserman,Corporate,United States,Chicago,Illinois,60653,Central,Kelly Williams,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",Not,17.76,3,0.2,5.55
3515,CA-2017-140326,2017-04-09,2017-06-09,First Class,HW-14935,Helen Wasserman,Corporate,United States,Chicago,Illinois,60653,Central,Kelly Williams,OFF-AR-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",Not,6.91,3,0.2,0.86
3517,US-2016-113649,2016-09-08,2016-12-08,First Class,HA-14920,Helen Andreada,Consumer,United States,Fayetteville,North Carolina,28314,South,Cassandra Brandow,OFF-PA-10000130,Office Supplies,Paper,Xerox 199,Not,30.82,9,0.2,9.63
3518,US-2016-113649,2016-09-08,2016-12-08,First Class,HA-14920,Helen Andreada,Consumer,United States,Fayetteville,North Carolina,28314,South,Cassandra Brandow,TEC-PH-10002350,Technology,Phones,Apple EarPods with Remote and Mic,Not,44.78,2,0.2,4.48
3519,US-2016-113649,2016-09-08,2016-12-08,First Class,HA-14920,Helen Andreada,Consumer,United States,Fayetteville,North Carolina,28314,South,Cassandra Brandow,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,Not,569.54,4,0.2,64.07
3522,CA-2016-114482,2016-11-21,2016-11-25,Second Class,DM-13345,Denise Monton,Corporate,United States,Des Moines,Iowa,50315,Central,Kelly Williams,OFF-PA-10003845,Office Supplies,Paper,Xerox 1987,Not,40.46,7,0.0,19.83
3523,CA-2016-114482,2016-11-21,2016-11-25,Second Class,DM-13345,Denise Monton,Corporate,United States,Des Moines,Iowa,50315,Central,Kelly Williams,TEC-PH-10001580,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,Not,404.94,3,0.0,109.33
3526,CA-2017-148922,2017-10-12,2017-12-15,Second Class,SU-20665,Stephanie Ulpright,Home Office,United States,Jackson,Mississippi,39212,South,Cassandra Brandow,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Not,599.97,3,0.0,257.99
3527,CA-2017-148922,2017-10-12,2017-12-15,Second Class,SU-20665,Stephanie Ulpright,Home Office,United States,Jackson,Mississippi,39212,South,Cassandra Brandow,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,Not,38.97,3,0.0,0.78
3528,CA-2017-148922,2017-10-12,2017-12-15,Second Class,SU-20665,Stephanie Ulpright,Home Office,United States,Jackson,Mississippi,39212,South,Cassandra Brandow,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,Not,45.84,8,0.0,22.0
3533,CA-2014-110849,2014-04-18,2014-04-23,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90049,West,Anna Andreadi,TEC-MA-10002859,Technology,Machines,Ativa MDM8000 8-Sheet Micro-Cut Shredder,Not,287.97,4,0.2,97.19
3534,CA-2014-110849,2014-04-18,2014-04-23,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90049,West,Anna Andreadi,OFF-AR-10002375,Office Supplies,Art,Newell 351,Not,13.12,4,0.0,3.8
3535,CA-2014-110849,2014-04-18,2014-04-23,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90049,West,Anna Andreadi,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",Not,10.75,5,0.0,3.55
3536,CA-2014-110849,2014-04-18,2014-04-23,Standard Class,JL-15835,John Lee,Consumer,United States,Los Angeles,California,90049,West,Anna Andreadi,OFF-FA-10000134,Office Supplies,Fasteners,"Advantus Push Pins, Aluminum Head",Not,11.62,2,0.0,3.6
3538,CA-2014-158771,2014-09-05,2014-09-05,Same Day,SB-20290,Sean Braxton,Corporate,United States,Henderson,Kentucky,42420,South,Cassandra Brandow,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,Not,83.25,3,0.0,14.99
3539,CA-2014-158771,2014-09-05,2014-09-05,Same Day,SB-20290,Sean Braxton,Corporate,United States,Henderson,Kentucky,42420,South,Cassandra Brandow,OFF-LA-10001641,Office Supplies,Labels,Avery 518,Not,9.45,3,0.0,4.54
3540,CA-2014-158771,2014-09-05,2014-09-05,Same Day,SB-20290,Sean Braxton,Corporate,United States,Henderson,Kentucky,42420,South,Cassandra Brandow,OFF-LA-10003121,Office Supplies,Labels,Avery 506,Not,20.65,5,0.0,9.5
3541,CA-2014-158771,2014-09-05,2014-09-05,Same Day,SB-20290,Sean Braxton,Corporate,United States,Henderson,Kentucky,42420,South,Cassandra Brandow,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),Not,45.36,7,0.0,21.77
3542,CA-2016-157511,2016-09-18,2016-09-20,First Class,SV-20365,Seth Vernon,Consumer,United States,Columbus,Ohio,43229,East,Chuck Magee,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,Not,5.35,3,0.2,1.61
3543,CA-2016-157511,2016-09-18,2016-09-20,First Class,SV-20365,Seth Vernon,Consumer,United States,Columbus,Ohio,43229,East,Chuck Magee,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",Not,99.37,2,0.3,-7.1
3544,CA-2016-157511,2016-09-18,2016-09-20,First Class,SV-20365,Seth Vernon,Consumer,United States,Columbus,Ohio,43229,East,Chuck Magee,OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Not,2.67,1,0.2,0.37
3545,CA-2017-121216,2017-12-23,2017-12-25,Second Class,MM-17920,Michael Moore,Consumer,United States,College Station,Texas,77840,Central,Kelly Williams,OFF-PA-10004519,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,Not,28.67,8,0.2,10.39
3546,CA-2017-121216,2017-12-23,2017-12-25,Second Class,MM-17920,Michael Moore,Consumer,United States,College Station,Texas,77840,Central,Kelly Williams,OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Not,29.31,8,0.8,-74.75
3547,CA-2017-155292,2017-10-30,2017-10-30,First Class,RD-19810,Ross DeVincentis,Home Office,United States,Richmond,Kentucky,40475,South,Cassandra Brandow,OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers,Not,105.98,7,0.0,4.24
3548,CA-2017-155292,2017-10-30,2017-10-30,First Class,RD-19810,Ross DeVincentis,Home Office,United States,Richmond,Kentucky,40475,South,Cassandra Brandow,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",Not,35.06,2,0.0,10.52
3549,CA-2017-155292,2017-10-30,2017-10-30,First Class,RD-19810,Ross DeVincentis,Home Office,United States,Richmond,Kentucky,40475,South,Cassandra Brandow,FUR-CH-10000553,Furniture,Chairs,"Metal Folding Chairs, Beige, 4/Carton",Not,33.94,1,0.0,9.16
3550,CA-2017-155292,2017-10-30,2017-10-30,First Class,RD-19810,Ross DeVincentis,Home Office,United States,Richmond,Kentucky,40475,South,Cassandra Brandow,OFF-LA-10001982,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Not,30.0,8,0.0,14.4
3551,CA-2016-152555,2016-03-29,2016-03-29,Second Class,ME-17320,Maria Etezadi,Home Office,United States,Chicago,Illinois,60653,Central,Kelly Williams,OFF-PA-10001295,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,Not,45.53,3,0.2,15.93
3552,CA-2016-152555,2016-03-29,2016-03-29,Second Class,ME-17320,Maria Etezadi,Home Office,United States,Chicago,Illinois,60653,Central,Kelly Williams,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Not,844.12,6,0.3,-36.18
3553,CA-2016-152555,2016-03-29,2016-03-29,Second Class,ME-17320,Maria Etezadi,Home Office,United States,Chicago,Illinois,60653,Central,Kelly Williams,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,Not,812.74,8,0.2,60.96
3555,CA-2014-120838,2014-03-23,2014-03-26,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Los Angeles,California,90036,West,Anna Andreadi,OFF-ST-10000585,Office Supplies,Storage,Economy Rollaway Files,Not,330.4,2,0.0,85.9
3556,CA-2014-120838,2014-03-23,2014-03-26,Second Class,PO-18865,Patrick O'Donnell,Consumer,United States,Los Angeles,California,90036,West,Anna Andreadi,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,Not,604.75,6,0.2,37.8
3557,CA-2017-118542,2017-01-12,2017-05-12,Standard Class,CC-12550,Clay Cheatham,Consumer,United States,Los Angeles,California,90008,West,Anna Andreadi,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,Yes,45.36,7,0.0,21.77
3558,CA-2017-118542,2017-01-12,2017-05-12,Standard Class,CC-12550,Clay Cheatham,Consumer,United States,Los Angeles,California,90008,West,Anna Andreadi,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Yes,10.13,2,0.2,3.67
3559,CA-2017-152737,2017-07-11,2017-12-11,Standard Class,TS-21505,Tony Sayre,Consumer,United States,San Francisco,California,94122,West,Anna Andreadi,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Not,21.79,4,0.2,7.63
3560,CA-2017-152737,2017-07-11,2017-12-11,Standard Class,TS-21505,Tony Sayre,Consumer,United States,San Francisco,California,94122,West,Anna Andreadi,TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,Not,439.8,4,0.0,145.13
3561,CA-2017-109757,2017-04-09,2017-09-09,Second Class,MD-17350,Maribeth Dona,Consumer,United States,Akron,Ohio,44312,East,Chuck Magee,OFF-AR-10002335,Office Supplies,Art,DIXON Oriole Pencils,Not,8.26,4,0.2,0.62
3562,CA-2017-109757,2017-04-09,2017-09-09,Second Class,MD-17350,Maribeth Dona,Consumer,United States,Akron,Ohio,44312,East,Chuck Magee,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,Not,25.56,5,0.7,-20.45
3563,CA-2017-109757,2017-04-09,2017-09-09,Second Class,MD-17350,Maribeth Dona,Consumer,United States,Akron,Ohio,44312,East,Chuck Magee,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,Not,4.37,2,0.7,-3.06
3564,CA-2017-109757,2017-04-09,2017-09-09,Second Class,MD-17350,Maribeth Dona,Consumer,United States,Akron,Ohio,44312,East,Chuck Magee,OFF-PA-10000007,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",Not,11.52,4,0.2,3.74
3565,CA-2016-130029,2016-03-07,2016-06-07,First Class,GT-14755,Guy Thornton,Consumer,United States,Los Angeles,California,90049,West,Anna Andreadi,OFF-PA-10000552,Office Supplies,Paper,Xerox 200,Not,12.96,2,0.0,6.22
3566,CA-2016-130029,2016-03-07,2016-06-07,First Class,GT-14755,Guy Thornton,Consumer,United States,Los Angeles,California,90049,West,Anna Andreadi,OFF-FA-10001135,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",Not,3.96,2,0.0,0.08
3569,CA-2017-168109,2017-03-07,2017-03-07,Same Day,JK-15640,Jim Kriz,Home Office,United States,Seattle,Washington,98105,West,Anna Andreadi,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Not,59.98,2,0.0,26.39
3570,CA-2017-168109,2017-03-07,2017-03-07,Same Day,JK-15640,Jim Kriz,Home Office,United States,Seattle,Washington,98105,West,Anna Andreadi,TEC-MA-10001148,Technology,Machines,Okidata MB491 Multifunction Printer,Not,2395.2,6,0.2,209.58
3571,CA-2017-168109,2017-03-07,2017-03-07,Same Day,JK-15640,Jim Kriz,Home Office,United States,Seattle,Washington,98105,West,Anna Andreadi,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,Not,1687.8,4,0.0,742.63
3572,CA-2017-168109,2017-03-07,2017-03-07,Same Day,JK-15640,Jim Kriz,Home Office,United States,Seattle,Washington,98105,West,Anna Andreadi,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Not,7.99,1,0.2,2.7
3574,CA-2017-117023,2017-07-08,2017-12-08,Standard Class,JW-15955,Joni Wasserman,Consumer,United States,Long Beach,New York,11561,East,Chuck Magee,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",Not,11.68,2,0.0,5.49
3575,CA-2017-117023,2017-07-08,2017-12-08,Standard Class,JW-15955,Joni Wasserman,Consumer,United States,Long Beach,New York,11561,East,Chuck Magee,OFF-AR-10004062,Office Supplies,Art,Staples in misc. colors,Not,104.8,10,0.0,26.2
3577,CA-2016-103163,2016-07-06,2016-11-06,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Bakersfield,California,93309,West,Anna Andreadi,OFF-BI-10003305,Office Supplies,Binders,Avery Hanging File Binders,Not,4.78,1,0.2,1.55
3578,CA-2016-103163,2016-07-06,2016-11-06,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Bakersfield,California,93309,West,Anna Andreadi,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Not,4.73,1,0.0,2.32
3579,CA-2016-104157,2016-07-25,2016-07-29,Standard Class,MT-17815,Meg Tillman,Consumer,United States,Jackson,Mississippi,39212,South,Cassandra Brandow,OFF-ST-10000321,Office Supplies,Storage,Akro Stacking Bins,Not,7.89,1,0.0,0.32
3580,CA-2016-104157,2016-07-25,2016-07-29,Standard Class,MT-17815,Meg Tillman,Consumer,United States,Jackson,Mississippi,39212,South,Cassandra Brandow,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,Not,65.5,5,0.0,32.1
3581,CA-2016-104157,2016-07-25,2016-07-29,Standard Class,MT-17815,Meg Tillman,Consumer,United States,Jackson,Mississippi,39212,South,Cassandra Brandow,FUR-TA-10004915,Furniture,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Not,2430.08,8,0.0,388.81
3583,CA-2015-121650,2015-10-12,2015-12-16,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Jackson,Michigan,49201,Central,Kelly Williams,OFF-AR-10001149,Office Supplies,Art,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Not,3.9,2,0.0,1.52
3584,CA-2015-121650,2015-10-12,2015-12-16,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Jackson,Michigan,49201,Central,Kelly Williams,FUR-TA-10003569,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,Not,801.96,2,0.0,200.49
3585,CA-2015-121650,2015-10-12,2015-12-16,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Jackson,Michigan,49201,Central,Kelly Williams,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,Not,191.96,2,0.0,32.63
3586,CA-2015-121650,2015-10-12,2015-12-16,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Jackson,Michigan,49201,Central,Kelly Williams,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Not,2.61,1,0.0,1.2
3590,CA-2017-146535,2017-11-24,2017-11-30,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Richmond,Kentucky,40475,South,Cassandra Brandow,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,Not,2.88,1,0.0,1.41
3591,CA-2017-146535,2017-11-24,2017-11-30,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Richmond,Kentucky,40475,South,Cassandra Brandow,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,Not,1443.96,12,0.0,375.43
3594,CA-2016-164154,2016-11-09,2016-11-09,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Toledo,Ohio,43615,East,Chuck Magee,OFF-BI-10001658,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,Not,22.43,3,0.7,-17.94
3595,CA-2016-164154,2016-11-09,2016-11-09,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Toledo,Ohio,43615,East,Chuck Magee,OFF-ST-10002562,Office Supplies,Storage,Staple magnet,Not,37.52,5,0.2,3.75
3597,CA-2014-102869,2014-09-09,2014-09-14,Second Class,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,Not,15.55,3,0.2,5.44
3598,CA-2014-102869,2014-09-09,2014-09-14,Second Class,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,TEC-AC-10002134,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,Not,64.7,6,0.2,-4.85
3599,CA-2014-102869,2014-09-09,2014-09-14,Second Class,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",Not,17.47,3,0.2,5.02
3600,CA-2014-102869,2014-09-09,2014-09-14,Second Class,LC-17140,Logan Currie,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,Not,135.52,1,0.4,-31.62
3602,CA-2014-159835,2014-11-17,2014-11-24,Standard Class,RB-19330,Randy Bradley,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",Not,12.45,2,0.2,3.89
3603,CA-2014-159835,2014-11-17,2014-11-24,Standard Class,RB-19330,Randy Bradley,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,Not,657.93,5,0.3,-93.99
3604,CA-2017-112956,2017-08-21,2017-08-27,Standard Class,TH-21550,Tracy Hopkins,Home Office,United States,Columbia,Maryland,21044,East,Chuck Magee,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,Not,277.4,5,0.0,133.15
3605,CA-2017-112956,2017-08-21,2017-08-27,Standard Class,TH-21550,Tracy Hopkins,Home Office,United States,Columbia,Maryland,21044,East,Chuck Magee,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",Not,25.16,2,0.0,8.55
3606,CA-2017-112956,2017-08-21,2017-08-27,Standard Class,TH-21550,Tracy Hopkins,Home Office,United States,Columbia,Maryland,21044,East,Chuck Magee,FUR-FU-10004960,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",Not,91.92,4,0.0,31.25
3609,CA-2014-140228,2014-04-28,2014-04-28,Standard Class,GB-14530,George Bell,Corporate,United States,Newark,Ohio,43055,East,Chuck Magee,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,Not,6.91,3,0.2,2.51
3610,CA-2014-140228,2014-04-28,2014-04-28,Standard Class,GB-14530,George Bell,Corporate,United States,Newark,Ohio,43055,East,Chuck Magee,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,Not,27.1,3,0.2,2.03
3611,CA-2014-140228,2014-04-28,2014-04-28,Standard Class,GB-14530,George Bell,Corporate,United States,Newark,Ohio,43055,East,Chuck Magee,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",Not,177.57,2,0.2,-37.73
3613,CA-2015-110093,2015-03-12,2015-08-12,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Chuck Magee,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",Not,16.45,2,0.2,5.55
3614,CA-2015-110093,2015-03-12,2015-08-12,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Chuck Magee,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",Not,36.78,2,0.2,10.58
3615,CA-2017-112529,2017-11-19,2017-11-21,First Class,SC-20770,Stewart Carmichael,Corporate,United States,San Antonio,Texas,78207,Central,Kelly Williams,FUR-TA-10002622,Furniture,Tables,"Bush Andora Conference Table, Maple/Graphite Gray Finish",Not,718.12,6,0.3,-71.81
3616,CA-2017-112529,2017-11-19,2017-11-21,First Class,SC-20770,Stewart Carmichael,Corporate,United States,San Antonio,Texas,78207,Central,Kelly Williams,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,Not,31.78,4,0.2,8.74
3618,CA-2017-141929,2017-04-09,2017-08-09,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,Los Angeles,California,90004,West,Anna Andreadi,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,Yes,487.98,2,0.2,152.5
3619,CA-2017-141929,2017-04-09,2017-08-09,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,Los Angeles,California,90004,West,Anna Andreadi,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Yes,5.56,1,0.2,1.74
3620,CA-2017-141929,2017-04-09,2017-08-09,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,Los Angeles,California,90004,West,Anna Andreadi,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",Yes,217.85,5,0.0,65.36
3621,CA-2016-109743,2016-09-22,2016-09-29,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Smyrna,Tennessee,37167,South,Cassandra Brandow,OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener,Not,40.78,3,0.2,4.59
3622,CA-2016-109743,2016-09-22,2016-09-29,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Smyrna,Tennessee,37167,South,Cassandra Brandow,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,Not,63.94,8,0.2,5.59
3623,CA-2014-159184,2014-09-14,2014-09-19,Standard Class,JC-15775,John Castell,Consumer,United States,Macon,Georgia,31204,South,Cassandra Brandow,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",Not,142.4,5,0.0,52.69
3624,CA-2014-159184,2014-09-14,2014-09-19,Standard Class,JC-15775,John Castell,Consumer,United States,Macon,Georgia,31204,South,Cassandra Brandow,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,Not,7.16,2,0.0,3.44
3625,CA-2017-113530,2017-05-19,2017-05-21,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,94109,West,Anna Andreadi,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",Not,681.41,12,0.2,42.59
3626,CA-2017-113530,2017-05-19,2017-05-21,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,94109,West,Anna Andreadi,OFF-AR-10001315,Office Supplies,Art,Newell 310,Not,3.52,2,0.0,1.02
3627,CA-2017-113530,2017-05-19,2017-05-21,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,94109,West,Anna Andreadi,OFF-AR-10000122,Office Supplies,Art,Newell 314,Not,5.58,1,0.0,1.4
3628,CA-2017-113530,2017-05-19,2017-05-21,Second Class,BC-11125,Becky Castell,Home Office,United States,San Francisco,California,94109,West,Anna Andreadi,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,Not,36.32,1,0.0,10.9
3630,CA-2017-155957,2017-11-26,2017-11-30,Standard Class,CC-12610,Corey Catlett,Corporate,United States,Columbus,Ohio,43229,East,Chuck Magee,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,Not,52.27,3,0.2,9.8
3631,CA-2017-155957,2017-11-26,2017-11-30,Standard Class,CC-12610,Corey Catlett,Corporate,United States,Columbus,Ohio,43229,East,Chuck Magee,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,Not,213.14,7,0.2,23.98
3632,CA-2017-132178,2017-03-05,2017-08-05,Second Class,DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,90004,West,Anna Andreadi,OFF-ST-10000464,Office Supplies,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Not,69.52,2,0.0,19.47
3633,CA-2017-132178,2017-03-05,2017-08-05,Second Class,DB-12970,Darren Budd,Corporate,United States,Los Angeles,California,90004,West,Anna Andreadi,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,Not,763.44,8,0.0,45.81
3634,CA-2016-145177,2016-10-11,2016-11-14,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,45503,East,Chuck Magee,OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,Not,9.22,4,0.2,3.34
3635,CA-2016-145177,2016-10-11,2016-11-14,Standard Class,PP-18955,Paul Prost,Home Office,United States,Springfield,Ohio,45503,East,Chuck Magee,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,Not,41.96,7,0.4,-9.79
